iteration,current_cost,candidate_cost,best_cost,temperature,accepted,new_best,destroy_op,repair_op,feasible
147,9882365377981.6,9882365377981.6,9025597217001.004,345947398931.1491,1.0,0.0,destroy_random_delivery,repair_regret2,1.0
148,9820489702464.693,9820489702464.693,9025597217001.004,345255504133.2868,1.0,0.0,destroy_random_route,repair_random,1.0
149,9843308837261.795,9843308837261.795,9025597217001.004,344564993125.0202,1.0,0.0,destroy_worst_delivery,repair_greedy,1.0
150,9832428023699.795,9832428023699.795,9025597217001.004,343875863138.77014,1.0,0.0,destroy_random_delivery,repair_greedy,1.0
151,9876052246284.295,9876052246284.295,9025597217001.004,343188111412.4926,1.0,0.0,destroy_worst_delivery,repair_greedy,1.0
152,9862746542399.297,9862746542399.297,9025597217001.004,342501735189.6676,1.0,0.0,destroy_random_period,repair_random,1.0
153,9845508936908.398,9845508936908.398,9025597217001.004,341816731719.28827,1.0,0.0,destroy_random_delivery,repair_random,1.0
154,9840542606420.096,9840542606420.096,9025597217001.004,341133098255.8497,1.0,0.0,destroy_random_route,repair_random,1.0
155,9840542606565.496,9840542606565.496,9025597217001.004,340450832059.33795,1.0,0.0,destroy_low_demand_stores,repair_random,1.0
156,9840629163894.096,9840629163894.096,9025597217001.004,339769930395.2193,1.0,0.0,destroy_random_delivery,repair_random,1.0
157,9840629163748.697,9840629163748.697,9025597217001.004,339090390534.42883,1.0,0.0,destroy_low_demand_stores,repair_greedy,1.0
158,9840629163651.096,9840629163651.096,9025597217001.004,338412209753.36,1.0,0.0,destroy_random_period,repair_regret2,1.0
159,9840629163398.996,9840629163398.996,9025597217001.004,337735385333.8533,1.0,0.0,destroy_random_route,repair_regret2,1.0
160,9846821513613.697,9846821513613.697,9025597217001.004,337059914563.18555,1.0,0.0,destroy_random_delivery,repair_random,1.0
161,9846821513613.697,9846821513613.697,9025597217001.004,336385794734.0592,1.0,0.0,destroy_low_demand_stores,repair_random,1.0
162,9854855786856.697,9854855786856.697,9025597217001.004,335713023144.59106,1.0,0.0,destroy_worst_delivery,repair_random,1.0
163,9857158394701.896,9857158394701.896,9025597217001.004,335041597098.3019,1.0,0.0,destroy_random_period,repair_greedy,1.0
164,9856046802390.896,9856046802390.896,9025597217001.004,334371513904.1053,1.0,0.0,destroy_worst_delivery,repair_random,1.0
165,9853171062568.896,9853171062568.896,9025597217001.004,333702770876.29706,1.0,0.0,destroy_random_delivery,repair_regret2,1.0
166,9878029614284.297,9878029614284.297,9025597217001.004,333035365334.54443,1.0,0.0,destroy_shaw_stores,repair_greedy,1.0
167,9870467415487.098,9870467415487.098,9025597217001.004,332369294603.87537,1.0,0.0,destroy_random_period,repair_regret2,1.0
168,9877651817018.398,9877651817018.398,9025597217001.004,331704556014.6676,1.0,0.0,destroy_shaw_stores,repair_regret2,1.0
169,9877651816938.598,9877651816938.598,9025597217001.004,331041146902.63824,1.0,0.0,destroy_shaw_stores,repair_greedy,1.0
170,9806542157349.094,9806542157349.094,9025597217001.004,330379064608.83295,1.0,0.0,destroy_random_route,repair_regret2,1.0
171,9824125607725.395,9824125607725.395,9025597217001.004,329718306479.6153,1.0,0.0,destroy_worst_delivery,repair_random,1.0
172,9816584451067.395,9816584451067.395,9025597217001.004,329058869866.65607,1.0,0.0,destroy_random_delivery,repair_greedy,1.0
173,9820101629330.299,9820101629330.299,9025597217001.004,328400752126.9227,1.0,0.0,destroy_random_route,repair_random,1.0
174,9794312714838.098,9794312714838.098,9025597217001.004,327743950622.6689,1.0,0.0,destroy_random_delivery,repair_random,1.0
175,9794312714836.998,9794312714836.998,9025597217001.004,327088462721.4235,1.0,0.0,destroy_low_demand_stores,repair_regret2,1.0
176,9842402011667.805,9842402011667.805,9025597217001.004,326434285795.98065,1.0,0.0,destroy_random_route,repair_random,1.0
177,9842402011749.404,9842402011749.404,9025597217001.004,325781417224.3887,1.0,0.0,destroy_shaw_stores,repair_random,1.0
178,9811088113617.0,9811088113617.0,9025597217001.004,325129854389.9399,1.0,0.0,destroy_random_route,repair_regret2,1.0
179,9811088113612.398,9811088113612.398,9025597217001.004,324479594681.16,1.0,0.0,destroy_random_period,repair_random,1.0
180,9805212867734.898,9805212867734.898,9025597217001.004,323830635491.79767,1.0,0.0,destroy_random_delivery,repair_regret2,1.0
181,9808821148273.4,9808821148273.4,9025597217001.004,323182974220.8141,1.0,0.0,destroy_random_delivery,repair_random,1.0
182,9829324060950.5,9829324060950.5,9025597217001.004,322536608272.37244,1.0,0.0,destroy_shaw_stores,repair_greedy,1.0
183,9815694051354.7,9815694051354.7,9025597217001.004,321891535055.8277,1.0,0.0,destroy_random_delivery,repair_regret2,1.0
184,9851321838813.002,9851321838813.002,9025597217001.004,321247751985.71606,1.0,0.0,destroy_random_route,repair_random,1.0
185,9855388208701.3,9855388208701.3,9025597217001.004,320605256481.7446,1.0,0.0,destroy_worst_delivery,repair_greedy,1.0
186,9855388208701.3,9855388208701.3,9025597217001.004,319964045968.7811,1.0,0.0,destroy_low_demand_stores,repair_greedy,1.0
187,9820751113128.697,9820751113128.697,9025597217001.004,319324117876.84357,1.0,0.0,destroy_random_route,repair_regret2,1.0
188,9843490490591.2,9843490490591.2,9025597217001.004,318685469641.0899,1.0,0.0,destroy_random_period,repair_random,1.0
189,9819401052343.996,9819401052343.996,9025597217001.004,318048098701.80774,1.0,0.0,destroy_worst_delivery,repair_random,1.0
190,9819401052343.996,9819401052343.996,9025597217001.004,317412002504.4041,1.0,0.0,destroy_low_demand_stores,repair_regret2,1.0
191,9819401052358.195,9819401052358.195,9025597217001.004,316777178499.3953,1.0,0.0,destroy_random_period,repair_random,1.0
192,9819401052358.195,9819401052358.195,9025597217001.004,316143624142.39655,1.0,0.0,destroy_random_delivery,repair_greedy,1.0
193,9817758233724.195,9817758233724.195,9025597217001.004,315511336894.11176,1.0,0.0,destroy_random_period,repair_regret2,1.0
194,9817758233724.195,9817758233724.195,9025597217001.004,314880314220.32355,1.0,0.0,destroy_low_demand_stores,repair_regret2,1.0
195,9819491177961.195,9819491177961.195,9025597217001.004,314250553591.8829,1.0,0.0,destroy_random_delivery,repair_greedy,1.0
196,9808462358847.096,9808462358847.096,9025597217001.004,313622052484.6991,1.0,0.0,destroy_worst_delivery,repair_regret2,1.0
197,9818360423247.096,9818360423247.096,9025597217001.004,312994808379.7297,1.0,0.0,destroy_random_delivery,repair_greedy,1.0
198,9818360423247.096,9818360423247.096,9025597217001.004,312368818762.9702,1.0,0.0,destroy_low_demand_stores,repair_regret2,1.0
199,9808462358847.096,9808462358847.096,9025597217001.004,311744081125.4443,1.0,0.0,destroy_worst_delivery,repair_regret2,1.0
200,9808462358847.096,9808462358847.096,9025597217001.004,311120592963.19336,1.0,0.0,destroy_worst_delivery,repair_regret2,1.0
201,9808462359155.793,9808462359155.793,9025597217001.004,310498351777.26697,1.0,0.0,destroy_random_route,repair_random,1.0
202,9810171077833.793,9810171077833.793,9025597217001.004,309877355073.71246,1.0,0.0,destroy_worst_delivery,repair_random,1.0
203,9790318117300.596,9790318117300.596,9025597217001.004,309257600363.56506,1.0,0.0,destroy_random_route,repair_regret2,1.0
204,9790318117300.596,9790318117300.596,9025597217001.004,308639085162.83795,1.0,0.0,destroy_low_demand_stores,repair_greedy,1.0
205,9803581187918.896,9803581187918.896,9025597217001.004,308021806992.51227,1.0,0.0,destroy_random_period,repair_random,1.0
206,9806208042521.598,9806208042521.598,9025597217001.004,307405763378.5272,1.0,0.0,destroy_random_period,repair_greedy,1.0
207,9806208042521.598,9806208042521.598,9025597217001.004,306790951851.77014,1.0,0.0,destroy_shaw_stores,repair_greedy,1.0
208,9811707431411.396,9811707431411.396,9025597217001.004,306177369948.0666,1.0,0.0,destroy_worst_delivery,repair_greedy,1.0
209,9822749383754.396,9822749383754.396,9025597217001.004,305565015208.1705,1.0,0.0,destroy_worst_delivery,repair_random,1.0
210,9822749383738.496,9822749383738.496,9025597217001.004,304953885177.75415,1.0,0.0,destroy_random_period,repair_regret2,1.0
211,9828943333300.996,9828943333300.996,9025597217001.004,304343977407.3986,1.0,0.0,destroy_shaw_stores,repair_greedy,1.0
212,9824325040884.996,9824325040884.996,9025597217001.004,303735289452.5838,1.0,0.0,destroy_random_delivery,repair_regret2,1.0
213,9824325040884.996,9824325040884.996,9025597217001.004,303127818873.67865,1.0,0.0,destroy_low_demand_stores,repair_greedy,1.0
214,9852148794887.896,9852148794887.896,9025597217001.004,302521563235.9313,1.0,0.0,destroy_random_route,repair_greedy,1.0
215,9880171958809.195,9880171958809.195,9025597217001.004,301916520109.4594,1.0,0.0,destroy_worst_delivery,repair_random,1.0
